,dialogue_id,turn_id,n_clusters_user,n_clusters_system,n_clusters_final
3671,490,14,16.0,,16
3672,491,0,19.0,,19
3673,491,2,3.0,,3
3674,491,4,20.0,,20
3675,491,6,15.0,,15
3676,491,8,4.0,,4
3677,491,10,9.0,,9
3678,491,12,7.0,,7
3679,491,14,16.0,,16
3680,492,0,19.0,,19
3681,492,2,0.0,,0
3682,492,4,6.0,,6
3683,492,6,15.0,,15
3684,492,8,15.0,,15
3685,492,10,1.0,,1
3686,493,0,2.0,,2
3687,493,2,8.0,,8
3688,494,0,19.0,,19
3689,494,2,7.0,,7
3690,494,4,13.0,,13
3691,494,6,8.0,,8
3692,494,8,8.0,,8
3693,494,10,20.0,,20
3694,494,12,2.0,,2
3695,494,14,1.0,,1
3696,495,0,15.0,,15
3697,495,2,9.0,,9
3698,495,4,14.0,,14
3699,495,6,3.0,,3
3700,495,8,14.0,,14
3701,495,10,14.0,,14
3702,495,12,11.0,,11
3703,496,0,15.0,,15
3704,496,2,4.0,,4
3705,496,4,10.0,,10
3706,496,6,13.0,,13
3707,496,8,5.0,,5
3708,496,10,8.0,,8
3709,496,12,20.0,,20
3710,496,14,7.0,,7
3711,496,16,14.0,,14
3712,496,18,8.0,,8
3713,496,20,0.0,,0
3714,496,22,20.0,,20
3715,496,24,1.0,,1
3716,497,0,9.0,,9
3717,497,2,15.0,,15
3718,497,4,9.0,,9
3719,497,6,9.0,,9
3720,497,8,13.0,,13
3721,497,10,0.0,,0
3722,497,12,7.0,,7
3723,497,14,20.0,,20
3724,497,16,16.0,,16
3725,497,18,1.0,,1
3726,498,0,3.0,,3
3727,498,2,3.0,,3
3728,498,4,0.0,,0
3729,498,6,0.0,,0
3730,498,8,14.0,,14
3731,498,10,15.0,,15
3732,498,12,4.0,,4
3733,498,14,15.0,,15
3734,498,16,15.0,,15
3735,498,18,16.0,,16
3736,498,20,1.0,,1
3737,499,0,13.0,,13
3738,499,2,17.0,,17
3739,499,4,15.0,,15
3740,499,6,9.0,,9
3741,499,8,4.0,,4
3742,499,10,10.0,,10
3743,499,12,1.0,,1
3744,500,0,3.0,,3
3745,500,2,19.0,,19
3746,500,4,20.0,,20
3747,500,6,13.0,,13
3748,500,8,13.0,,13
3749,500,10,1.0,,1
3750,501,0,13.0,,13
3751,501,2,0.0,,0
3752,501,4,1.0,,1
3753,501,6,16.0,,16
3754,502,0,5.0,,5
3755,502,2,8.0,,8
3756,502,4,7.0,,7
3757,502,6,4.0,,4
3758,502,8,14.0,,14
3759,502,10,14.0,,14
3760,502,12,16.0,,16
3761,502,14,11.0,,11
3762,503,0,15.0,,15
3763,503,2,4.0,,4
3764,503,4,4.0,,4
3765,503,6,4.0,,4
3766,503,8,4.0,,4
3767,503,10,8.0,,8
3768,503,12,8.0,,8
3769,503,14,20.0,,20
3770,503,16,16.0,,16
3771,504,0,8.0,,8
3772,504,2,8.0,,8
3773,504,4,18.0,,18
3774,504,6,19.0,,19
3775,504,8,19.0,,19
3776,504,10,8.0,,8
3777,504,12,10.0,,10
3778,504,14,2.0,,2
3779,504,16,1.0,,1
3780,505,0,3.0,,3
3781,505,2,13.0,,13
3782,505,4,14.0,,14
3783,505,6,14.0,,14
3784,505,8,8.0,,8
3785,505,10,14.0,,14
3786,505,12,2.0,,2
3787,505,14,9.0,,9
3788,505,16,11.0,,11
3789,506,0,3.0,,3
3790,506,2,14.0,,14
3791,506,4,15.0,,15
3792,506,6,9.0,,9
3793,506,8,15.0,,15
3794,506,10,16.0,,16
3795,506,12,1.0,,1
3796,506,14,16.0,,16
3797,507,0,5.0,,5
3798,507,2,13.0,,13
3799,507,4,7.0,,7
3800,507,6,6.0,,6
3801,507,8,8.0,,8
3802,507,10,8.0,,8
3803,507,12,2.0,,2
3804,507,14,6.0,,6
3805,507,16,0.0,,0
3806,507,18,16.0,,16
3807,508,0,13.0,,13
3808,508,2,17.0,,17
3809,508,4,5.0,,5
3810,508,6,6.0,,6
3811,508,8,11.0,,11
3812,509,0,13.0,,13
3813,509,2,14.0,,14
3814,509,4,14.0,,14
3815,509,6,9.0,,9
3816,509,8,9.0,,9
3817,509,10,4.0,,4
3818,509,12,14.0,,14
3819,510,0,8.0,,8
3820,510,2,6.0,,6
3821,510,4,18.0,,18
3822,510,6,3.0,,3
3823,510,8,0.0,,0
3824,510,10,6.0,,6
3825,510,12,20.0,,20
3826,510,14,2.0,,2
3827,510,16,16.0,,16
3828,510,18,11.0,,11
3829,511,0,8.0,,8
3830,511,2,6.0,,6
3831,511,4,19.0,,19
3832,511,6,0.0,,0
3833,511,8,7.0,,7
3834,511,10,4.0,,4
3835,511,12,3.0,,3
3836,511,14,3.0,,3
3837,511,16,14.0,,14
3838,511,18,14.0,,14
3839,511,20,2.0,,2
3840,511,22,4.0,,4
3841,511,24,1.0,,1
3842,512,0,15.0,,15
3843,512,2,4.0,,4
3844,512,4,14.0,,14
3845,512,6,3.0,,3
3846,512,8,7.0,,7
3847,512,10,7.0,,7
3848,512,12,3.0,,3
3849,512,14,20.0,,20
3850,512,16,10.0,,10
3851,512,18,14.0,,14
3852,512,20,1.0,,1
3853,513,0,15.0,,15
3854,513,2,4.0,,4
3855,513,4,18.0,,18
3856,513,6,5.0,,5
3857,513,8,0.0,,0
3858,513,10,0.0,,0
3859,513,12,7.0,,7
3860,513,14,5.0,,5
3861,513,16,7.0,,7
3862,513,18,14.0,,14
3863,513,20,1.0,,1
3864,514,0,8.0,,8
3865,514,2,6.0,,6
3866,514,4,6.0,,6
3867,514,6,3.0,,3
3868,514,8,19.0,,19
3869,514,10,6.0,,6
3870,514,12,2.0,,2
3871,514,14,4.0,,4
3872,514,16,16.0,,16
3873,515,0,3.0,,3
3874,515,2,3.0,,3
3875,515,4,0.0,,0
3876,515,6,19.0,,19
3877,515,8,6.0,,6
3878,515,10,5.0,,5
3879,515,12,5.0,,5
3880,515,14,7.0,,7
3881,515,16,16.0,,16
3882,516,0,13.0,,13
3883,516,2,13.0,,13
3884,516,4,17.0,,17
3885,516,6,0.0,,0
3886,516,8,0.0,,0
3887,516,10,6.0,,6
3888,516,12,6.0,,6
3889,516,14,8.0,,8
3890,516,16,0.0,,0
3891,516,18,8.0,,8
3892,516,20,8.0,,8
3893,516,22,0.0,,0
3894,516,24,6.0,,6
3895,516,26,1.0,,1
3896,517,0,3.0,,3
3897,517,2,3.0,,3
3898,517,4,7.0,,7
3899,517,6,1.0,,1
3900,518,0,8.0,,8
3901,518,2,0.0,,0
3902,518,4,8.0,,8
3903,518,6,20.0,,20
3904,518,8,15.0,,15
3905,518,10,9.0,,9
3906,518,12,4.0,,4
3907,518,14,4.0,,4
3908,518,16,18.0,,18
3909,518,18,4.0,,4
3910,518,20,15.0,,15
3911,518,22,11.0,,11
3912,519,0,8.0,,8
3913,519,2,6.0,,6
3914,519,4,3.0,,3
3915,519,6,0.0,,0
3916,519,8,16.0,,16
3917,519,10,19.0,,19
3918,519,12,7.0,,7
3919,519,14,14.0,,14
3920,519,16,4.0,,4
3921,519,18,1.0,,1
3922,520,0,3.0,,3
3923,520,2,0.0,,0
3924,520,4,8.0,,8
3925,520,6,6.0,,6
3926,520,8,16.0,,16
3927,520,10,16.0,,16
3928,520,12,11.0,,11
3929,521,0,17.0,,17
3930,521,2,0.0,,0
3931,521,4,7.0,,7
3932,521,6,14.0,,14
3933,521,8,3.0,,3
3934,521,10,19.0,,19
3935,521,12,19.0,,19
3936,521,14,13.0,,13
3937,521,16,6.0,,6
3938,521,18,20.0,,20
3939,521,20,2.0,,2
3940,521,22,4.0,,4
3941,521,24,11.0,,11
3942,522,0,3.0,,3
3943,522,2,0.0,,0
3944,522,4,7.0,,7
3945,522,6,14.0,,14
3946,522,8,17.0,,17
3947,522,10,8.0,,8
3948,522,12,6.0,,6
3949,522,14,13.0,,13
3950,522,16,2.0,,2
3951,522,18,2.0,,2
3952,522,20,1.0,,1
3953,523,0,15.0,,15
3954,523,2,15.0,,15
3955,523,4,15.0,,15
3956,523,6,16.0,,16
3957,523,8,3.0,,3
3958,523,10,19.0,,19
3959,523,12,6.0,,6
3960,523,14,1.0,,1
3961,524,0,3.0,,3
3962,524,2,8.0,,8
3963,524,4,19.0,,19
3964,524,6,3.0,,3
3965,524,8,8.0,,8
3966,524,10,1.0,,1
3967,524,12,6.0,,6
3968,524,14,3.0,,3
3969,524,16,0.0,,0
3970,524,18,16.0,,16
3971,525,0,3.0,,3
3972,525,2,3.0,,3
3973,525,4,3.0,,3
3974,525,6,7.0,,7
3975,525,8,14.0,,14
3976,525,10,3.0,,3
3977,526,0,3.0,,3
3978,526,2,19.0,,19
3979,526,4,16.0,,16
3980,527,0,13.0,,13
3981,527,2,0.0,,0
3982,527,4,0.0,,0
3983,527,6,7.0,,7
3984,527,8,16.0,,16
3985,527,10,14.0,,14
3986,527,12,2.0,,2
3987,527,14,9.0,,9
3988,527,16,2.0,,2
3989,527,18,9.0,,9
3990,527,20,16.0,,16
3991,527,22,1.0,,1
3992,527,24,2.0,,2
3993,527,26,1.0,,1
3994,528,0,8.0,,8
3995,528,2,20.0,,20
3996,528,4,3.0,,3
3997,528,6,19.0,,19
3998,528,8,3.0,,3
3999,528,10,3.0,,3
4000,528,12,6.0,,6
4001,528,14,1.0,,1
4002,529,0,3.0,,3
4003,529,2,7.0,,7
4004,529,4,15.0,,15
4005,529,6,15.0,,15
4006,529,8,4.0,,4
4007,529,10,18.0,,18
4008,529,12,1.0,,1
4009,530,0,8.0,,8
4010,530,2,8.0,,8
4011,530,4,3.0,,3
4012,530,6,0.0,,0
4013,530,8,14.0,,14
4014,530,10,10.0,,10
4015,530,12,1.0,,1
4016,531,0,8.0,,8
4017,531,2,18.0,,18
4018,531,4,1.0,,1
4019,532,0,15.0,,15
4020,532,2,4.0,,4
4021,532,4,4.0,,4
4022,532,6,8.0,,8
4023,532,8,16.0,,16
4024,532,10,16.0,,16
4025,532,12,16.0,,16
4026,533,0,8.0,,8
4027,533,2,8.0,,8
4028,533,4,1.0,,1
4029,534,0,19.0,,19
4030,534,2,14.0,,14
4031,534,4,16.0,,16
4032,534,6,15.0,,15
4033,534,8,9.0,,9
4034,534,10,1.0,,1
4035,535,0,8.0,,8
4036,535,2,6.0,,6
4037,535,4,19.0,,19
4038,535,6,0.0,,0
4039,535,8,14.0,,14
4040,535,10,2.0,,2
4041,535,12,4.0,,4
4042,535,14,1.0,,1
4043,536,0,9.0,,9
4044,536,2,18.0,,18
4045,536,4,3.0,,3
4046,536,6,3.0,,3
4047,536,8,3.0,,3
4048,536,10,19.0,,19
4049,536,12,14.0,,14
4050,536,14,2.0,,2
4051,536,16,2.0,,2
4052,536,18,16.0,,16
4053,537,0,3.0,,3
4054,537,2,7.0,,7
4055,537,4,15.0,,15
4056,537,6,9.0,,9
4057,537,8,1.0,,1
4058,538,0,9.0,,9
4059,538,2,4.0,,4
4060,538,4,4.0,,4
4061,538,6,8.0,,8
4062,538,8,20.0,,20
4063,538,10,1.0,,1
4064,538,12,18.0,,18
4065,538,14,1.0,,1
4066,539,0,13.0,,13
4067,539,2,7.0,,7
4068,539,4,7.0,,7
4069,539,6,15.0,,15
4070,539,8,15.0,,15
4071,540,0,13.0,,13
4072,540,2,17.0,,17
4073,540,4,8.0,,8
4074,540,6,14.0,,14
4075,540,8,11.0,,11
4076,541,0,13.0,,13
4077,541,2,10.0,,10
4078,541,4,13.0,,13
4079,541,6,7.0,,7
4080,541,8,15.0,,15
4081,541,10,18.0,,18
4082,541,12,11.0,,11
4083,542,0,3.0,,3
4084,542,2,8.0,,8
4085,542,4,20.0,,20
4086,542,6,9.0,,9
4087,542,8,8.0,,8
4088,542,10,2.0,,2
4089,542,12,16.0,,16
4090,542,14,11.0,,11
4091,543,0,17.0,,17
4092,543,2,0.0,,0
4093,543,4,0.0,,0
4094,543,6,0.0,,0
4095,543,8,7.0,,7
4096,543,10,14.0,,14
4097,543,12,1.0,,1
4098,543,14,11.0,,11
4099,544,0,9.0,,9
4100,544,2,17.0,,17
4101,544,4,13.0,,13
4102,544,6,5.0,,5
4103,544,8,6.0,,6
4104,544,10,15.0,,15
4105,544,12,15.0,,15
4106,544,14,1.0,,1
4107,545,0,3.0,,3
4108,545,2,8.0,,8
4109,545,4,6.0,,6
4110,545,6,3.0,,3
4111,545,8,8.0,,8
4112,545,10,2.0,,2
4113,545,12,11.0,,11
4114,546,0,9.0,,9
4115,546,2,19.0,,19
4116,546,4,3.0,,3
4117,546,6,8.0,,8
4118,546,8,20.0,,20
4119,546,10,15.0,,15
4120,546,12,4.0,,4
4121,546,14,7.0,,7
4122,546,16,1.0,,1
4123,546,18,16.0,,16
4124,547,0,17.0,,17
4125,547,2,13.0,,13
4126,547,4,7.0,,7
4127,547,6,14.0,,14
4128,547,8,16.0,,16
4129,548,0,3.0,,3
4130,548,2,6.0,,6
4131,548,4,1.0,,1
4132,549,0,8.0,,8
4133,549,2,1.0,,1
4134,550,0,15.0,,15
4135,550,2,15.0,,15
4136,550,4,7.0,,7
4137,550,6,1.0,,1
4138,551,0,9.0,,9
4139,551,2,15.0,,15
4140,551,4,10.0,,10
4141,551,6,18.0,,18
4142,551,8,13.0,,13
4143,551,10,14.0,,14
4144,551,12,1.0,,1
4145,552,0,17.0,,17
4146,552,2,8.0,,8
4147,552,4,0.0,,0
4148,552,6,13.0,,13
4149,552,8,5.0,,5
4150,552,10,0.0,,0
4151,552,12,14.0,,14
4152,552,14,15.0,,15
4153,552,16,9.0,,9
4154,552,18,1.0,,1
4155,553,0,3.0,,3
4156,553,2,14.0,,14
4157,553,4,4.0,,4
4158,553,6,1.0,,1
4159,554,0,5.0,,5
4160,554,2,17.0,,17
4161,554,4,8.0,,8
4162,554,6,6.0,,6
4163,554,8,17.0,,17
4164,554,10,7.0,,7
4165,554,12,8.0,,8
4166,554,14,18.0,,18
4167,554,16,8.0,,8
4168,554,18,18.0,,18
4169,554,20,1.0,,1
4170,555,0,5.0,,5
4171,555,2,8.0,,8
4172,555,4,8.0,,8
4173,555,6,0.0,,0
4174,555,8,5.0,,5
4175,555,10,20.0,,20
4176,555,12,1.0,,1
4177,556,0,15.0,,15
4178,556,2,9.0,,9
4179,556,4,11.0,,11
4180,556,6,13.0,,13
4181,556,8,5.0,,5
4182,556,10,17.0,,17
4183,556,12,17.0,,17
4184,556,14,20.0,,20
4185,556,16,11.0,,11
4186,557,0,3.0,,3
4187,557,2,19.0,,19
4188,557,4,0.0,,0
4189,557,6,8.0,,8
4190,557,8,15.0,,15
4191,557,10,4.0,,4
4192,557,12,4.0,,4
4193,557,14,4.0,,4
4194,557,16,1.0,,1
4195,558,0,15.0,,15
4196,558,2,4.0,,4
4197,558,4,4.0,,4
4198,558,6,4.0,,4
4199,558,8,19.0,,19
4200,558,10,14.0,,14
4201,558,12,4.0,,4
4202,558,14,1.0,,1
4203,559,0,15.0,,15
4204,559,2,4.0,,4
4205,559,4,9.0,,9
4206,559,6,14.0,,14
4207,559,8,3.0,,3
4208,559,10,6.0,,6
4209,559,12,1.0,,1
4210,560,0,3.0,,3
4211,560,2,3.0,,3
4212,560,4,7.0,,7
4213,560,6,15.0,,15
4214,560,8,9.0,,9
4215,560,10,14.0,,14
4216,560,12,16.0,,16
4217,560,14,11.0,,11
4218,561,0,13.0,,13
4219,561,2,17.0,,17
4220,561,4,6.0,,6
4221,561,6,0.0,,0
4222,561,8,13.0,,13
4223,561,10,10.0,,10
4224,561,12,14.0,,14
4225,561,14,1.0,,1
4226,562,0,13.0,,13
4227,562,2,17.0,,17
4228,562,4,14.0,,14
4229,562,6,1.0,,1
4230,563,0,8.0,,8
4231,563,2,8.0,,8
4232,563,4,8.0,,8
4233,563,6,13.0,,13
4234,563,8,13.0,,13
4235,563,10,0.0,,0
4236,563,12,13.0,,13
4237,563,14,10.0,,10
4238,563,16,14.0,,14
4239,563,18,2.0,,2
4240,563,20,4.0,,4
4241,563,22,16.0,,16
4242,564,0,2.0,,2
4243,564,2,4.0,,4
4244,564,4,4.0,,4
4245,564,6,11.0,,11
4246,565,0,3.0,,3
4247,565,2,3.0,,3
4248,565,4,3.0,,3
4249,565,6,14.0,,14
4250,565,8,13.0,,13
4251,565,10,0.0,,0
4252,565,12,13.0,,13
4253,565,14,17.0,,17
4254,565,16,7.0,,7
4255,565,18,7.0,,7
4256,565,20,2.0,,2
4257,565,22,4.0,,4
4258,565,24,16.0,,16
4259,566,0,15.0,,15
4260,566,2,9.0,,9
4261,566,4,4.0,,4
4262,566,6,15.0,,15
4263,566,8,15.0,,15
4264,566,10,1.0,,1
4265,567,0,8.0,,8
4266,567,2,18.0,,18
4267,567,4,18.0,,18
4268,567,6,15.0,,15
4269,567,8,4.0,,4
4270,567,10,15.0,,15
4271,567,12,4.0,,4
4272,567,14,4.0,,4
4273,567,16,16.0,,16
4274,568,0,15.0,,15
4275,568,2,4.0,,4
4276,568,4,10.0,,10
4277,568,6,13.0,,13
4278,568,8,5.0,,5
4279,568,10,1.0,,1
4280,569,0,15.0,,15
4281,569,2,9.0,,9
4282,569,4,14.0,,14
4283,569,6,8.0,,8
4284,569,8,8.0,,8
4285,569,10,8.0,,8
4286,569,12,6.0,,6
4287,569,14,1.0,,1
4288,570,0,3.0,,3
4289,570,2,8.0,,8
4290,570,4,7.0,,7
4291,570,6,16.0,,16
4292,571,0,5.0,,5
4293,571,2,0.0,,0
4294,571,4,7.0,,7
4295,571,6,14.0,,14
4296,571,8,15.0,,15
4297,571,10,4.0,,4
4298,571,12,9.0,,9
4299,571,14,9.0,,9
4300,571,16,4.0,,4
4301,571,18,7.0,,7
4302,571,20,1.0,,1
4303,572,0,17.0,,17
4304,572,2,0.0,,0
4305,572,4,20.0,,20
4306,572,6,8.0,,8
4307,572,8,6.0,,6
4308,572,10,11.0,,11
4309,573,0,3.0,,3
4310,573,2,8.0,,8
4311,573,4,20.0,,20
4312,573,6,1.0,,1
4313,574,0,15.0,,15
4314,574,2,4.0,,4
4315,574,4,14.0,,14
4316,574,6,3.0,,3
4317,574,8,7.0,,7
4318,574,10,11.0,,11
4319,575,0,15.0,,15
4320,575,2,15.0,,15
4321,575,4,10.0,,10
4322,575,6,3.0,,3
4323,575,8,7.0,,7
4324,575,10,10.0,,10
4325,575,12,1.0,,1
4326,576,0,8.0,,8
4327,576,2,20.0,,20
4328,576,4,17.0,,17
4329,576,6,5.0,,5
4330,576,8,0.0,,0
4331,576,10,6.0,,6
4332,576,12,7.0,,7
4333,576,14,4.0,,4
4334,576,16,1.0,,1
4335,577,0,9.0,,9
4336,577,2,17.0,,17
4337,577,4,7.0,,7
4338,577,6,15.0,,15
4339,577,8,9.0,,9
4340,577,10,4.0,,4
4341,577,12,7.0,,7
4342,577,14,16.0,,16
4343,578,0,8.0,,8
4344,578,2,18.0,,18
4345,578,4,8.0,,8
4346,578,6,18.0,,18
4347,578,8,13.0,,13
4348,578,10,7.0,,7
4349,578,12,2.0,,2
4350,578,14,1.0,,1
4351,579,0,9.0,,9
4352,579,2,8.0,,8
4353,579,4,18.0,,18
4354,579,6,15.0,,15
4355,579,8,4.0,,4
4356,579,10,1.0,,1
4357,579,12,16.0,,16
4358,580,0,3.0,,3
4359,580,2,7.0,,7
4360,580,4,8.0,,8
4361,580,6,0.0,,0
4362,580,8,2.0,,2
4363,580,10,4.0,,4
4364,580,12,1.0,,1
4365,580,14,11.0,,11
4366,581,0,13.0,,13
4367,581,2,0.0,,0
4368,581,4,14.0,,14
4369,581,6,14.0,,14
4370,581,8,15.0,,15
4371,581,10,8.0,,8
4372,581,12,4.0,,4
4373,581,14,15.0,,15
4374,581,16,15.0,,15
4375,582,0,9.0,,9
4376,582,2,14.0,,14
4377,582,4,15.0,,15
4378,583,0,8.0,,8
4379,583,2,8.0,,8
4380,583,4,15.0,,15
4381,583,6,9.0,,9
4382,583,8,18.0,,18
4383,583,10,1.0,,1
4384,584,0,15.0,,15
4385,584,2,4.0,,4
4386,584,4,7.0,,7
4387,584,6,8.0,,8
4388,584,8,8.0,,8
4389,584,10,15.0,,15
4390,584,12,8.0,,8
4391,584,14,8.0,,8
4392,584,16,16.0,,16
4393,584,18,11.0,,11
4394,585,0,14.0,,14
4395,585,2,14.0,,14
4396,585,4,4.0,,4
4397,585,6,10.0,,10
4398,585,8,14.0,,14
4399,585,10,14.0,,14
4400,585,12,8.0,,8
4401,585,14,8.0,,8
4402,585,16,6.0,,6
4403,585,18,8.0,,8
4404,585,20,2.0,,2
4405,585,22,4.0,,4
4406,585,24,11.0,,11
4407,586,0,3.0,,3
4408,586,2,7.0,,7
4409,586,4,8.0,,8
4410,586,6,0.0,,0
4411,586,8,8.0,,8
4412,586,10,20.0,,20
4413,586,12,20.0,,20
4414,586,14,1.0,,1
4415,587,0,9.0,,9
4416,587,2,15.0,,15
4417,587,4,9.0,,9
4418,587,6,16.0,,16
4419,587,8,13.0,,13
4420,587,10,5.0,,5
4421,587,12,6.0,,6
4422,587,14,13.0,,13
4423,587,16,16.0,,16
4424,587,18,1.0,,1
4425,588,0,13.0,,13
4426,588,2,17.0,,17
4427,588,4,20.0,,20
4428,588,6,15.0,,15
4429,588,8,9.0,,9
4430,588,10,0.0,,0
4431,588,12,16.0,,16
4432,589,0,13.0,,13
4433,589,2,7.0,,7
4434,589,4,7.0,,7
4435,589,6,19.0,,19
4436,589,8,0.0,,0
4437,589,10,14.0,,14
4438,589,12,16.0,,16
4439,590,0,13.0,,13
4440,590,2,14.0,,14
4441,590,4,16.0,,16
4442,591,0,8.0,,8
4443,591,2,8.0,,8
4444,591,4,0.0,,0
4445,591,6,15.0,,15
4446,591,8,4.0,,4
4447,591,10,7.0,,7
4448,591,12,16.0,,16
4449,591,14,1.0,,1
4450,592,0,13.0,,13
4451,592,2,8.0,,8
4452,592,4,16.0,,16
4453,592,6,7.0,,7
4454,592,8,10.0,,10
4455,592,10,8.0,,8
4456,592,12,6.0,,6
4457,592,14,16.0,,16
4458,593,0,15.0,,15
4459,593,2,9.0,,9
4460,593,4,4.0,,4
4461,593,6,15.0,,15
4462,593,8,4.0,,4
4463,593,10,3.0,,3
4464,593,12,14.0,,14
4465,593,14,4.0,,4
4466,593,16,16.0,,16
4467,593,18,16.0,,16
4468,594,0,3.0,,3
4469,594,2,10.0,,10
4470,594,4,15.0,,15
4471,594,6,9.0,,9
4472,594,8,4.0,,4
4473,594,10,15.0,,15
4474,594,12,1.0,,1
4475,595,0,13.0,,13
4476,595,2,6.0,,6
4477,595,4,1.0,,1
4478,596,0,3.0,,3
4479,596,2,19.0,,19
4480,596,4,3.0,,3
4481,596,6,19.0,,19
4482,596,8,14.0,,14
4483,596,10,8.0,,8
4484,596,12,8.0,,8
4485,596,14,18.0,,18
4486,596,16,11.0,,11
4487,597,0,3.0,,3
4488,597,2,19.0,,19
4489,597,4,3.0,,3
4490,597,6,14.0,,14
4491,597,8,15.0,,15
4492,597,10,4.0,,4
4493,597,12,18.0,,18
4494,597,14,1.0,,1
4495,598,0,13.0,,13
4496,598,2,5.0,,5
4497,598,4,13.0,,13
4498,598,6,13.0,,13
4499,598,8,0.0,,0
4500,598,10,11.0,,11
4501,599,0,15.0,,15
4502,599,2,9.0,,9
4503,599,4,15.0,,15
4504,599,6,5.0,,5
4505,599,8,17.0,,17
4506,599,10,0.0,,0
4507,599,12,7.0,,7
4508,599,14,1.0,,1
4509,600,0,13.0,,13
4510,600,2,13.0,,13
4511,600,4,9.0,,9
4512,600,6,20.0,,20
4513,600,8,2.0,,2
4514,600,10,4.0,,4
4515,600,12,14.0,,14
4516,601,0,15.0,,15
4517,601,2,15.0,,15
4518,601,4,7.0,,7
4519,601,6,3.0,,3
4520,601,8,19.0,,19
4521,601,10,8.0,,8
4522,601,12,18.0,,18
4523,601,14,1.0,,1
4524,601,16,16.0,,16
4525,601,18,16.0,,16
4526,602,0,8.0,,8
4527,602,2,6.0,,6
4528,602,4,18.0,,18
4529,602,6,8.0,,8
4530,602,8,15.0,,15
4531,602,10,18.0,,18
4532,602,12,1.0,,1
4533,603,0,9.0,,9
4534,603,2,8.0,,8
4535,603,4,6.0,,6
4536,603,6,6.0,,6
4537,603,8,13.0,,13
4538,603,10,0.0,,0
4539,603,12,8.0,,8
4540,603,14,17.0,,17
4541,603,16,6.0,,6
4542,603,18,1.0,,1
4543,604,0,15.0,,15
4544,604,2,4.0,,4
4545,604,4,15.0,,15
4546,604,6,8.0,,8
4547,604,8,8.0,,8
4548,604,10,20.0,,20
4549,604,12,16.0,,16
4550,605,0,15.0,,15
4551,605,2,9.0,,9
4552,605,4,14.0,,14
4553,605,6,8.0,,8
4554,605,8,6.0,,6
4555,605,10,6.0,,6
4556,605,12,16.0,,16
4557,606,0,15.0,,15
4558,606,2,4.0,,4
4559,606,4,18.0,,18
4560,606,6,4.0,,4
4561,606,8,8.0,,8
4562,606,10,8.0,,8
4563,606,12,0.0,,0
4564,606,14,15.0,,15
4565,606,16,6.0,,6
4566,607,0,15.0,,15
4567,607,2,9.0,,9
4568,607,4,15.0,,15
4569,607,6,18.0,,18
4570,607,8,3.0,,3
4571,607,10,7.0,,7
4572,607,12,1.0,,1
4573,608,0,3.0,,3
4574,608,2,0.0,,0
4575,608,4,6.0,,6
4576,608,6,13.0,,13
4577,608,8,16.0,,16
4578,608,10,20.0,,20
4579,608,12,2.0,,2
4580,608,14,2.0,,2
4581,608,16,11.0,,11
4582,609,0,17.0,,17
4583,609,2,17.0,,17
4584,609,4,16.0,,16
4585,609,6,0.0,,0
4586,609,8,6.0,,6
4587,609,10,16.0,,16
4588,610,0,15.0,,15
4589,610,2,9.0,,9
4590,610,4,14.0,,14
4591,610,6,13.0,,13
4592,610,8,6.0,,6
4593,610,10,1.0,,1
4594,611,0,3.0,,3
4595,611,2,7.0,,7
4596,611,4,8.0,,8
4597,611,6,8.0,,8
4598,611,8,2.0,,2
4599,611,10,11.0,,11
4600,612,0,3.0,,3
4601,612,2,3.0,,3
4602,612,4,19.0,,19
4603,612,6,7.0,,7
4604,612,8,10.0,,10
4605,612,10,15.0,,15
4606,612,12,15.0,,15
4607,612,14,4.0,,4
4608,612,16,18.0,,18
4609,612,18,16.0,,16
4610,612,20,1.0,,1
4611,613,0,9.0,,9
4612,613,2,15.0,,15
4613,613,4,8.0,,8
4614,613,6,4.0,,4
4615,613,8,18.0,,18
4616,613,10,13.0,,13
4617,613,12,5.0,,5
4618,613,14,7.0,,7
4619,613,16,14.0,,14
4620,613,18,4.0,,4
4621,613,20,6.0,,6
4622,613,22,1.0,,1
4623,614,0,9.0,,9
4624,614,2,8.0,,8
4625,614,4,13.0,,13
4626,614,6,17.0,,17
4627,614,8,0.0,,0
4628,614,10,2.0,,2
4629,614,12,4.0,,4
4630,614,14,1.0,,1
4631,615,0,2.0,,2
4632,615,2,12.0,,12
4633,615,4,15.0,,15
4634,615,6,1.0,,1
4635,615,8,11.0,,11
4636,616,0,8.0,,8
4637,616,2,20.0,,20
4638,616,4,9.0,,9
4639,616,6,9.0,,9
4640,616,8,15.0,,15
4641,616,10,1.0,,1
4642,616,12,1.0,,1
4643,617,0,8.0,,8
4644,617,2,20.0,,20
4645,617,4,18.0,,18
4646,617,6,17.0,,17
4647,617,8,13.0,,13
4648,617,10,8.0,,8
4649,617,12,14.0,,14
4650,617,14,2.0,,2
4651,617,16,1.0,,1
4652,618,0,15.0,,15
4653,618,2,9.0,,9
4654,618,4,9.0,,9
4655,618,6,9.0,,9
4656,618,8,15.0,,15
4657,618,10,17.0,,17
4658,618,12,0.0,,0
4659,618,14,20.0,,20
4660,618,16,13.0,,13
4661,618,18,20.0,,20
4662,618,20,1.0,,1
4663,619,0,3.0,,3
4664,619,2,19.0,,19
4665,619,4,14.0,,14
4666,619,6,0.0,,0
4667,619,8,14.0,,14
