;UUID;Speaker;Utterance
4111;75eddfc7-8d88-47ff-8941-810c412447e5;nationalrailenq;@736961 Hi, unfortunately we do not currently have an estimate as to when this train will arrive at Birmingham.
4112;75eddfc7-8d88-47ff-8941-810c412447e5;736961;@nationalrailenq Is the 09:57 running on time??
4113;75eddfc7-8d88-47ff-8941-810c412447e5;736961;Or will it be stuck behind the 09:31?
4114;75eddfc7-8d88-47ff-8941-810c412447e5;nationalrailenq;@736961 This service is currently expected to arrive at 09:51.
4115;75eddfc7-8d88-47ff-8941-810c412447e5;nationalrailenq;The earlier train has now been terminated at Bromsgrove.
4116;75eddfc7-8d88-47ff-8941-810c412447e5;736961;@nationalrailenq Can you provide me an update on these times?
4117;75eddfc7-8d88-47ff-8941-810c412447e5;736961;Because we still haven’t reached Wolverhampton and there’s a broken down freight train on the track ... so is this subject to more delays?
4118;75eddfc7-8d88-47ff-8941-810c412447e5;736961;https://t.co/0mfNJYrTsb
4119;75eddfc7-8d88-47ff-8941-810c412447e5;nationalrailenq;@736961 The service in that screenshot has been terminated at Bromsgrove and is no longer running.
4120;75eddfc7-8d88-47ff-8941-810c412447e5;736961;@nationalrailenq We got told that this is the delayed 09:31 service that I am currently on ... several announcements have been made.
4121;75eddfc7-8d88-47ff-8941-810c412447e5;736961;... and it’s supposed to arrive at 10:59 ... https://t.co/OUBKgd7Tk4
4122;75eddfc7-8d88-47ff-8941-810c412447e5;nationalrailenq;@736961 I believe the service you are on is currently expected to arrive at Manchester Piccadilly at 11:32.
4123;1c272ebd-259a-4bf3-9faa-b41fea8d569b;508348;@VirginTrains Award winning customer service?You are having a laugh aren't you?
4124;1c272ebd-259a-4bf3-9faa-b41fea8d569b;508348;Been constantly ignored by you complaint goes back 18months!
4125;1c272ebd-259a-4bf3-9faa-b41fea8d569b;VirginTrains;@508348 Are we able to assist, Ashton?
4126;1c272ebd-259a-4bf3-9faa-b41fea8d569b;VirginTrains;^LC
4127;1c272ebd-259a-4bf3-9faa-b41fea8d569b;508348;"@VirginTrains Was told NOT to travel (WGN - GLC) in January 2016 due to damage to West Coast Mainline &amp; that I'd receive a full refund - NOT HAPPENED!"
4128;1c272ebd-259a-4bf3-9faa-b41fea8d569b;VirginTrains;@508348 Do you have a VT reference you can DM us?
4129;1c272ebd-259a-4bf3-9faa-b41fea8d569b;VirginTrains;^LC
4130;1c272ebd-259a-4bf3-9faa-b41fea8d569b;508348;@VirginTrains No I don't have one, but I do have a sarcastic email from Virgin asking me how my journey was.
4131;1c272ebd-259a-4bf3-9faa-b41fea8d569b;508348;(I would have started my journey at MCV) https://t.co/LGKCSPrEFi
4132;1c272ebd-259a-4bf3-9faa-b41fea8d569b;508348;@VirginTrains Here you go: https://t.co/nYulpOii2z
4133;1c272ebd-259a-4bf3-9faa-b41fea8d569b;VirginTrains;@508348 Have you made a claim for this at all?
4134;1c272ebd-259a-4bf3-9faa-b41fea8d569b;VirginTrains;^LC
4135;1c272ebd-259a-4bf3-9faa-b41fea8d569b;508348;@VirginTrains Of course!
4136;1c272ebd-259a-4bf3-9faa-b41fea8d569b;508348;No replies to letters, no refund!
4137;1c272ebd-259a-4bf3-9faa-b41fea8d569b;508348;Abysmal customer service!
4138;1c272ebd-259a-4bf3-9faa-b41fea8d569b;VirginTrains;@508348 Are there any reference numbers attached to any of your correspondence?
4139;1c272ebd-259a-4bf3-9faa-b41fea8d569b;VirginTrains;^LC
4140;1c272ebd-259a-4bf3-9faa-b41fea8d569b;508348;@VirginTrains Yes, see the last photo that I sent - it had all the details on that.
4141;1c272ebd-259a-4bf3-9faa-b41fea8d569b;508348;Well all the details I was given by Virgin Trains.
4142;1c272ebd-259a-4bf3-9faa-b41fea8d569b;508348;@VirginTrains Is this the standard procedure?
4143;1c272ebd-259a-4bf3-9faa-b41fea8d569b;508348;Some responses then nothing at all?
4144;1c272ebd-259a-4bf3-9faa-b41fea8d569b;508348;Seems like it!
4145;1c272ebd-259a-4bf3-9faa-b41fea8d569b;VirginTrains;@508348 Can we take your email address and we'll search our system for anything we can find, please DM us with it.
4146;1c272ebd-259a-4bf3-9faa-b41fea8d569b;VirginTrains;^PA https://t.co/hhfk9c3ylv
4147;c92dd9e6-87b1-4495-9559-5977982bc44c;312190;@Delta great job guys.
4148;c92dd9e6-87b1-4495-9559-5977982bc44c;312190;2 hours for a call back on the silver medallion reservation line?
4149;c92dd9e6-87b1-4495-9559-5977982bc44c;312190;That’s kinda shitty
4150;c92dd9e6-87b1-4495-9559-5977982bc44c;Delta;@312190 Oh no!
4151;c92dd9e6-87b1-4495-9559-5977982bc44c;Delta;I apologize for this.
4152;c92dd9e6-87b1-4495-9559-5977982bc44c;Delta;Is there anything else that we may assist you with via this channel?
4153;c92dd9e6-87b1-4495-9559-5977982bc44c;Delta;*ATJ
4154;c92dd9e6-87b1-4495-9559-5977982bc44c;312190;@Delta Our trip got cancelled due to the situation in PR
4155;c92dd9e6-87b1-4495-9559-5977982bc44c;Delta;@312190 Hi Justin!
4156;c92dd9e6-87b1-4495-9559-5977982bc44c;Delta;What is your confirmation number?
4157;c92dd9e6-87b1-4495-9559-5977982bc44c;Delta;*TMC
4158;c92dd9e6-87b1-4495-9559-5977982bc44c;312190;@Delta H2A8OK for me and HZ3XZZ for my wife Juliet Hamlin
4159;c92dd9e6-87b1-4495-9559-5977982bc44c;Delta;@312190 Justin, are you trying to get the miles back to your account?
4160;c92dd9e6-87b1-4495-9559-5977982bc44c;Delta;*TMC
4161;c92dd9e6-87b1-4495-9559-5977982bc44c;312190;@Delta That would be preferred
4162;c92dd9e6-87b1-4495-9559-5977982bc44c;Delta;@312190 Justin, give me a few minutes to work on this for you.
4163;c92dd9e6-87b1-4495-9559-5977982bc44c;Delta;*TMC
4164;c92dd9e6-87b1-4495-9559-5977982bc44c;Delta;@312190 ...account in a couple days.
4165;c92dd9e6-87b1-4495-9559-5977982bc44c;Delta;*TMC 2/2
4166;c92dd9e6-87b1-4495-9559-5977982bc44c;Delta;@312190 It is all done for you.
4167;c92dd9e6-87b1-4495-9559-5977982bc44c;Delta;I went ahead and redeposited your miles and refunded $11.20 per person.
4168;c92dd9e6-87b1-4495-9559-5977982bc44c;Delta;You should see the miles back on your... 1/2
4169;c92dd9e6-87b1-4495-9559-5977982bc44c;312190;@Delta Thank you guys so much for the awesome service!
4170;c92dd9e6-87b1-4495-9559-5977982bc44c;Delta;@312190 On behalf of my coworkers, you're welcome.
4171;c92dd9e6-87b1-4495-9559-5977982bc44c;Delta;*HJH
4172;67e8b749-f233-4bc2-9e81-97d954108ae9;651370;"@VirginTrains 2 out of 3 train journeys with my seat reserved &amp; somebody sat in it refusing to move."
4173;67e8b749-f233-4bc2-9e81-97d954108ae9;651370;What’s the point if staff don’t do owt?
4174;67e8b749-f233-4bc2-9e81-97d954108ae9;VirginTrains;@651370 Sorry about that Matt, have you spoken to them?
4175;67e8b749-f233-4bc2-9e81-97d954108ae9;VirginTrains;^PA
4176;67e8b749-f233-4bc2-9e81-97d954108ae9;651370;@VirginTrains Yeah on the way and they did nothing.
4177;67e8b749-f233-4bc2-9e81-97d954108ae9;651370;And now it’s happening on way back on an even busier train #standing
4178;67e8b749-f233-4bc2-9e81-97d954108ae9;VirginTrains;@651370 Really sorry Matt.
4179;67e8b749-f233-4bc2-9e81-97d954108ae9;VirginTrains;^PA
4180;67e8b749-f233-4bc2-9e81-97d954108ae9;651370;@VirginTrains Maybe train your staff to deal with things like this when customer has paid for a specific seat (let along an actual seat)
4181;67e8b749-f233-4bc2-9e81-97d954108ae9;VirginTrains;@651370 This is something only the staff onboard can help with, I will however pass on your comments.
4182;67e8b749-f233-4bc2-9e81-97d954108ae9;VirginTrains;^PA
4183;67e8b749-f233-4bc2-9e81-97d954108ae9;651370;@VirginTrains Yes and I tried that.
4184;67e8b749-f233-4bc2-9e81-97d954108ae9;651370;Who are u passing my comments to?
4185;67e8b749-f233-4bc2-9e81-97d954108ae9;651370;You don’t even know what train I’m on
4186;67e8b749-f233-4bc2-9e81-97d954108ae9;VirginTrains;@651370 I will be passing it on to the customer experience managers, however if you want to write in please do so via https://t.co/t20UbyOCSn ^PA
4187;acf70ffc-67be-432e-94ee-0d9975fcafda;211304;Sence @115714 OTR update my #GalaxyNote8 won't work with @123765 even on @9242 HELP!
4188;acf70ffc-67be-432e-94ee-0d9975fcafda;211304;@34590 @457912 @270954 @117159 @1639 https://t.co/JT4wWrjPaF
4189;acf70ffc-67be-432e-94ee-0d9975fcafda;sprintcare;@211304 Hi!
4190;acf70ffc-67be-432e-94ee-0d9975fcafda;sprintcare;Does it happen with other apps?
4191;acf70ffc-67be-432e-94ee-0d9975fcafda;sprintcare;-GB.
4192;acf70ffc-67be-432e-94ee-0d9975fcafda;211304;@sprintcare No sir!
4193;acf70ffc-67be-432e-94ee-0d9975fcafda;211304;Only Twitter!
4194;acf70ffc-67be-432e-94ee-0d9975fcafda;211304;Please help me!
4195;acf70ffc-67be-432e-94ee-0d9975fcafda;sprintcare;@211304 Please, clear the Cache and Data and try again.
4196;acf70ffc-67be-432e-94ee-0d9975fcafda;sprintcare;-GB.
4197;acf70ffc-67be-432e-94ee-0d9975fcafda;211304;@sprintcare Ok.
4198;acf70ffc-67be-432e-94ee-0d9975fcafda;sprintcare;@211304 Do you still have issues with the app?
4199;acf70ffc-67be-432e-94ee-0d9975fcafda;sprintcare;-GB.
4200;acf70ffc-67be-432e-94ee-0d9975fcafda;211304;@sprintcare Yes!
4201;acf70ffc-67be-432e-94ee-0d9975fcafda;211304;Still won't work!
4202;acf70ffc-67be-432e-94ee-0d9975fcafda;211304;Funny thing is it won't even work on Chrome or Samsung internet!
4203;acf70ffc-67be-432e-94ee-0d9975fcafda;211304;@sprintcare Sorry to so long to respond I have to wait till my wife gets home to use her tablet cuz her Note 8 ain't working either on Twitter sense the update!
4204;acf70ffc-67be-432e-94ee-0d9975fcafda;sprintcare;@211304 That's Ok.
4205;acf70ffc-67be-432e-94ee-0d9975fcafda;sprintcare;Since the issue started after the update, the app might not be updated.
4206;acf70ffc-67be-432e-94ee-0d9975fcafda;sprintcare;Please, uninstall the App.
4207;acf70ffc-67be-432e-94ee-0d9975fcafda;sprintcare;and download it again.
4208;acf70ffc-67be-432e-94ee-0d9975fcafda;sprintcare;-GB.
4209;acf70ffc-67be-432e-94ee-0d9975fcafda;211304;@sprintcare I've just done that, plus I reset the cashe and data nothing works!
4210;acf70ffc-67be-432e-94ee-0d9975fcafda;211304;I'll make you a video rite now.
4211;acf70ffc-67be-432e-94ee-0d9975fcafda;211304;I can't even get into the settings!
4212;acf70ffc-67be-432e-94ee-0d9975fcafda;211304;@sprintcare Every time I try to press anything on the app or on Chrome or Samsung internet this is what it says!
4213;acf70ffc-67be-432e-94ee-0d9975fcafda;211304;https://t.co/QENXvTeXnf
4214;acf70ffc-67be-432e-94ee-0d9975fcafda;211304;@sprintcare Now before you ask yes I have all my bars @115714 4glte plus my @116136 internet is flying so it's not that!
4215;62e0de39-4bf5-4396-b276-82441142dc23;553520;"How long should one stand at gate desk w/suitcase &amp; briefcase before 1 of 4 uniformed @AmericanAir staff greets them?"
4216;62e0de39-4bf5-4396-b276-82441142dc23;553520;@56104
4217;62e0de39-4bf5-4396-b276-82441142dc23;AmericanAir;@553520 Our agents should always make themselves available if there's no other customers in line.
4218;62e0de39-4bf5-4396-b276-82441142dc23;AmericanAir;Our apologies if that wasn't your experience.
4219;62e0de39-4bf5-4396-b276-82441142dc23;553520;@AmericanAir I was the ONLY one there.
4220;62e0de39-4bf5-4396-b276-82441142dc23;553520;Stood there for 5 mins.
4221;62e0de39-4bf5-4396-b276-82441142dc23;553520;Two of them were literally 2 ft from me for part of that time.
4222;62e0de39-4bf5-4396-b276-82441142dc23;553520;Acted like I wasn’t there.
4223;62e0de39-4bf5-4396-b276-82441142dc23;553520;@AmericanAir I finally had to ask “is someone able to help me”?
4224;62e0de39-4bf5-4396-b276-82441142dc23;AmericanAir;@553520 That's certainly not the warm greeting we had planned for you, Rene.
4225;62e0de39-4bf5-4396-b276-82441142dc23;AmericanAir;We'll do our best to turn things around once you're on board.
4226;62e0de39-4bf5-4396-b276-82441142dc23;553520;@AmericanAir I appreciate the pep talk, but do you know where I was flying to?
4227;62e0de39-4bf5-4396-b276-82441142dc23;AmericanAir;@553520 Yes we do, Rene, as we have your reservation by your name.
4228;62e0de39-4bf5-4396-b276-82441142dc23;AmericanAir;We appreciate you letting us know.
4229;62e0de39-4bf5-4396-b276-82441142dc23;AmericanAir;Our sincere apologies for any rudeness.
4230;62e0de39-4bf5-4396-b276-82441142dc23;553520;@AmericanAir Thank you!
4231;7607a180-99e3-4cd3-b374-841bfc0f3ea4;294676;Hey, @115725 - PRETTY HARD TO TROUBLESHOOT WHY MY INTERNET ISN’T WORKING WITHOUT THE INTERNET.
4232;7607a180-99e3-4cd3-b374-841bfc0f3ea4;VerizonSupport;@294676 Hello Austin, Are you able to locate your battery back up unit?
4233;7607a180-99e3-4cd3-b374-841bfc0f3ea4;294676;@VerizonSupport Yes
4234;7607a180-99e3-4cd3-b374-841bfc0f3ea4;VerizonSupport;@294676 What lights are currently on it?
4235;7607a180-99e3-4cd3-b374-841bfc0f3ea4;294676;@VerizonSupport I just did a power reset to it and it looks like that took care of it (for now).
4236;7607a180-99e3-4cd3-b374-841bfc0f3ea4;294676;Thank you!
4237;7607a180-99e3-4cd3-b374-841bfc0f3ea4;VerizonSupport;@294676 No problem.
4238;7607a180-99e3-4cd3-b374-841bfc0f3ea4;VerizonSupport;Have a Great night!
4239;7607a180-99e3-4cd3-b374-841bfc0f3ea4;294676;@VerizonSupport Spoke too soon.
4240;7607a180-99e3-4cd3-b374-841bfc0f3ea4;294676;Stopped working again.
4241;7607a180-99e3-4cd3-b374-841bfc0f3ea4;294676;I did a power reset on the battery backup unit which was the temporary fix.
4242;7607a180-99e3-4cd3-b374-841bfc0f3ea4;294676;@VerizonSupport Here’s what the box looks like.
4243;7607a180-99e3-4cd3-b374-841bfc0f3ea4;294676;https://t.co/QJ52EYPJ8E
4244;7607a180-99e3-4cd3-b374-841bfc0f3ea4;VerizonSupport;@294676 After the reset are you getting any red lights on your router?
4245;7607a180-99e3-4cd3-b374-841bfc0f3ea4;VerizonSupport;^RMD
4246;7607a180-99e3-4cd3-b374-841bfc0f3ea4;294676;@VerizonSupport No, all green.
4247;7607a180-99e3-4cd3-b374-841bfc0f3ea4;294676;Before I did the reset, the internet light was flashing amber though.
4248;7607a180-99e3-4cd3-b374-841bfc0f3ea4;VerizonSupport;@294676 Please try your network again.
4249;7607a180-99e3-4cd3-b374-841bfc0f3ea4;294676;@VerizonSupport It worked for a little bit and now it’s down again.
4250;7607a180-99e3-4cd3-b374-841bfc0f3ea4;294676;@VerizonSupport It keeps going in and out.
4251;7607a180-99e3-4cd3-b374-841bfc0f3ea4;294676;Every 30 minutes or so it’s on, then shuts down.
4252;7607a180-99e3-4cd3-b374-841bfc0f3ea4;VerizonSupport;@294676 Thanks for confirming.
4253;7607a180-99e3-4cd3-b374-841bfc0f3ea4;VerizonSupport;Did the internet turn amber again?
4254;831e7636-c2e3-4d08-8c69-9a282986c76d;132545;This is how customer are harrassdd in India.even after porting for 6 mnths,they will take legal action.they have time for this and bigger fraudster are not targated.agencies please look into it @idea_cares @116331 @116590 @118471 https://t.co/VtlP95tDlj
4255;831e7636-c2e3-4d08-8c69-9a282986c76d;idea_cares;@132545 Sorry for the trouble caused, as checked, there is some outstanding amount to be payable on your account, we request you to please clear the sme.
4256;831e7636-c2e3-4d08-8c69-9a282986c76d;132545;@idea_cares I have called the number mentioned in sms, and it was conveyed to me that this number is permanently closed.
4257;831e7636-c2e3-4d08-8c69-9a282986c76d;132545;Can u please educate yoir system and guys?
4258;831e7636-c2e3-4d08-8c69-9a282986c76d;132545;@idea_cares @116331 @116590 @118471 I have requested to close this account 4 months back and still i am being charged?
4259;831e7636-c2e3-4d08-8c69-9a282986c76d;132545;How ethical it is to scare customers for 2611/- ?
4260;831e7636-c2e3-4d08-8c69-9a282986c76d;132545;Is this is how customer care works?
4261;831e7636-c2e3-4d08-8c69-9a282986c76d;132545;Its mental harrassment
4262;831e7636-c2e3-4d08-8c69-9a282986c76d;idea_cares;@132545 Sorry for the inconvenience cased to you.
4263;831e7636-c2e3-4d08-8c69-9a282986c76d;idea_cares;As checked, there is outstainding on your account and your number is temporarily disconnected.
4264;831e7636-c2e3-4d08-8c69-9a282986c76d;idea_cares;And as checked, there is no deactivation request on your account.
4265;831e7636-c2e3-4d08-8c69-9a282986c76d;idea_cares;We request you to clear outstanding.
4266;831e7636-c2e3-4d08-8c69-9a282986c76d;idea_cares;(1/2)
4267;831e7636-c2e3-4d08-8c69-9a282986c76d;idea_cares;@132545 We request you to clear outstanding on your account.
4268;831e7636-c2e3-4d08-8c69-9a282986c76d;idea_cares;Please visit the nearest Idea store.
4269;831e7636-c2e3-4d08-8c69-9a282986c76d;idea_cares;You can locate the nearest My Idea store on this link https://t.co/ug0dm3S0c7 Regards, Ganesh (2/2)
4270;831e7636-c2e3-4d08-8c69-9a282986c76d;132545;@idea_cares Ganesh, your systems may not be correct.if no.
4271;831e7636-c2e3-4d08-8c69-9a282986c76d;132545;Is disconnected,why i am beig charged?
4272;831e7636-c2e3-4d08-8c69-9a282986c76d;132545;This number is ported.
4273;831e7636-c2e3-4d08-8c69-9a282986c76d;132545;Please check status
4274;831e7636-c2e3-4d08-8c69-9a282986c76d;idea_cares;@132545 We are sorry for the inconvenience caused to you.
4275;831e7636-c2e3-4d08-8c69-9a282986c76d;idea_cares;As checked you number is barred due to nonpayment the number is temporarily is disconnected.
4276;831e7636-c2e3-4d08-8c69-9a282986c76d;idea_cares;Hence request you to visit nearest Idea store for disconnection after clearing the outstanding amount.
4277;cddb6ac5-eb05-47b5-8a10-ef5c4d14ad68;724114;Hai @AppleSupport my iphone SE's personal hotspot menu have been gone for couple of weeks, can you help me troubleshoot the problem(s) ?
4278;cddb6ac5-eb05-47b5-8a10-ef5c4d14ad68;AppleSupport;@724114 We can offer some assistance.
4279;cddb6ac5-eb05-47b5-8a10-ef5c4d14ad68;AppleSupport;First, let's check with your carrier to make sure it's been enabled and that your plan supports it.
4280;cddb6ac5-eb05-47b5-8a10-ef5c4d14ad68;724114;@AppleSupport Yep, i am currently using indosat and my data plan supports it, if i reset my network settings it does come back and usable, but after a (1)
4281;cddb6ac5-eb05-47b5-8a10-ef5c4d14ad68;724114;@AppleSupport But after a while, it'll gone again and practically unusable, i am currently using the latest ios 11.0.3
4282;cddb6ac5-eb05-47b5-8a10-ef5c4d14ad68;724114;@AppleSupport But after a while, it'll gone again and practically unusable, i am currently using the latest ios 11.0.3 (2)
4283;cddb6ac5-eb05-47b5-8a10-ef5c4d14ad68;AppleSupport;@724114 Thanks for those details.
4284;cddb6ac5-eb05-47b5-8a10-ef5c4d14ad68;AppleSupport;Let's meet in DM and we can take a closer look into this.
4285;cddb6ac5-eb05-47b5-8a10-ef5c4d14ad68;AppleSupport;https://t.co/GDrqU22YpT
4286;cddb6ac5-eb05-47b5-8a10-ef5c4d14ad68;724114;@AppleSupport Check your dm, thanks 😘
4287;cddb6ac5-eb05-47b5-8a10-ef5c4d14ad68;AppleSupport;@724114 We got your DMs and will continue with you there.
4288;ecd33ee7-06b6-455b-8d1f-e660f8529b85;149234;@MicrosoftHelps Dear Microsoft I've send a complaint about #Surface but I didn't got an answer.
4289;ecd33ee7-06b6-455b-8d1f-e660f8529b85;149234;Now I would like to know if there are other solutions: https://t.co/HqkHd8doUG
4290;ecd33ee7-06b6-455b-8d1f-e660f8529b85;MicrosoftHelps;@149234 Hi André.
4291;ecd33ee7-06b6-455b-8d1f-e660f8529b85;MicrosoftHelps;Let's check on this.
4292;ecd33ee7-06b6-455b-8d1f-e660f8529b85;MicrosoftHelps;Were she able to obtain a service request number when she contacted technical support?
4293;ecd33ee7-06b6-455b-8d1f-e660f8529b85;MicrosoftHelps;Can you send it to us so we can take a look on what happen and provide you other options that we can do.
4294;ecd33ee7-06b6-455b-8d1f-e660f8529b85;149234;@MicrosoftHelps I will send it when i'm back from thanksgiving diner.
4295;ecd33ee7-06b6-455b-8d1f-e660f8529b85;149234;Happy thanksgiving
4296;ecd33ee7-06b6-455b-8d1f-e660f8529b85;MicrosoftHelps;@149234 Gotcha!
4297;ecd33ee7-06b6-455b-8d1f-e660f8529b85;MicrosoftHelps;Happy thanks giving as well to you and to your family.
4298;ecd33ee7-06b6-455b-8d1f-e660f8529b85;MicrosoftHelps;We'll wait for that information.
4299;ecd33ee7-06b6-455b-8d1f-e660f8529b85;149234;@MicrosoftHelps Thank you very much.
4300;ecd33ee7-06b6-455b-8d1f-e660f8529b85;149234;It's been a lovely dinner.
4301;ecd33ee7-06b6-455b-8d1f-e660f8529b85;149234;I've asked and she called support.
4302;ecd33ee7-06b6-455b-8d1f-e660f8529b85;149234;The engineer said there isn't another solution so there is no support case.
4303;ecd33ee7-06b6-455b-8d1f-e660f8529b85;149234;She left her credit card number because they can charge support but she wasn't satisfied with the answer 1)
4304;ecd33ee7-06b6-455b-8d1f-e660f8529b85;149234;@MicrosoftHelps And she said that, that's why they didn't charge.
4305;ecd33ee7-06b6-455b-8d1f-e660f8529b85;149234;I have the serial number of the #Surface, so if there is another solution to replace the defect battery without paying the same amount as a new one we would really like to hear that.
4306;ecd33ee7-06b6-455b-8d1f-e660f8529b85;149234;We don't mind paying after guarantee.
4307;ecd33ee7-06b6-455b-8d1f-e660f8529b85;149234;2)
4308;ecd33ee7-06b6-455b-8d1f-e660f8529b85;149234;@MicrosoftHelps But we do mind charging as much as a whole new #Surface 3)
4309;ecd33ee7-06b6-455b-8d1f-e660f8529b85;MicrosoftHelps;@149234 In this case, we would recommend that you visit the nearest Microsoft Store in your area to have them check your device: https://t.co/a6eixZSWKs Our Store personnel will evaluate your Surface device and will be able to provide you recommendations.
4310;ecd33ee7-06b6-455b-8d1f-e660f8529b85;149234;@MicrosoftHelps Thank you we are going to do that.
4311;7d0dcb8e-2323-4315-9515-4055cea7fa5d;355176;Why is it anything I buy from @116245 is always broken?
4312;7d0dcb8e-2323-4315-9515-4055cea7fa5d;355176;@ArgosHelpers
4313;7d0dcb8e-2323-4315-9515-4055cea7fa5d;ArgosHelpers;@355176 @355176 It is never our intention to sell faulty products and I do apologise if on this occasion this has happened.
4314;7d0dcb8e-2323-4315-9515-4055cea7fa5d;ArgosHelpers;1/2
4315;7d0dcb8e-2323-4315-9515-4055cea7fa5d;ArgosHelpers;@355176 @355176 if you DM us your details we will be able to look into this for you.
4316;7d0dcb8e-2323-4315-9515-4055cea7fa5d;ArgosHelpers;~ Vicky 2/2
4317;7d0dcb8e-2323-4315-9515-4055cea7fa5d;355176;@ArgosHelpers I have to pay £30 in a taxi to Leeds with a bike to get it replaced.
4318;7d0dcb8e-2323-4315-9515-4055cea7fa5d;355176;Bit of a joke...
4319;7d0dcb8e-2323-4315-9515-4055cea7fa5d;ArgosHelpers;@355176 Hello Anton, I am sorry to hear your bike is faulty.
4320;7d0dcb8e-2323-4315-9515-4055cea7fa5d;ArgosHelpers;This is certainly not the quality of product we wish to provide to our customers...
4321;7d0dcb8e-2323-4315-9515-4055cea7fa5d;ArgosHelpers;@355176 ...As this is a store collection this does have to be returned to store.
4322;7d0dcb8e-2323-4315-9515-4055cea7fa5d;ArgosHelpers;I fully understand your frustration with having to return in a taxi
4323;7d0dcb8e-2323-4315-9515-4055cea7fa5d;ArgosHelpers;@355176 ... to the store.
4324;7d0dcb8e-2323-4315-9515-4055cea7fa5d;ArgosHelpers;For this to be rectified this can only be done in store.
4325;7d0dcb8e-2323-4315-9515-4055cea7fa5d;ArgosHelpers;- Chery
4326;7d0dcb8e-2323-4315-9515-4055cea7fa5d;355176;@ArgosHelpers I get that.
4327;7d0dcb8e-2323-4315-9515-4055cea7fa5d;355176;It’s more frustrating that its more money to be spent on this when it could have been avoided simply by having a working product
4328;7d0dcb8e-2323-4315-9515-4055cea7fa5d;ArgosHelpers;@355176 if things go wrong we try to make the return of an item easy as the way it was purchased, for store collected items, this is in store - Jase
4329;9d69133e-e569-4d51-8c1f-4e94c8d446e1;399137;@hulu_support why can't I choose an episode instead of watching what is next.in the series???
4330;9d69133e-e569-4d51-8c1f-4e94c8d446e1;399137;maybe I like re-watching some episodes.
4331;9d69133e-e569-4d51-8c1f-4e94c8d446e1;hulu_support;@399137 You can definitely re-watch previously streamed episodes.
4332;9d69133e-e569-4d51-8c1f-4e94c8d446e1;hulu_support;On a Roku?
4333;9d69133e-e569-4d51-8c1f-4e94c8d446e1;hulu_support;"If so, press * &amp; select details for an episode listing."
4334;9d69133e-e569-4d51-8c1f-4e94c8d446e1;399137;@hulu_support no roku
4335;9d69133e-e569-4d51-8c1f-4e94c8d446e1;hulu_support;@399137 Hi there, Elle.
4336;9d69133e-e569-4d51-8c1f-4e94c8d446e1;hulu_support;Thanks for following up.
4337;9d69133e-e569-4d51-8c1f-4e94c8d446e1;hulu_support;Which device do you use?
4338;9d69133e-e569-4d51-8c1f-4e94c8d446e1;hulu_support;Is it possible you may be using a Roku TV?
4339;9d69133e-e569-4d51-8c1f-4e94c8d446e1;399137;@hulu_support it is a roku TV actually
4340;9d69133e-e569-4d51-8c1f-4e94c8d446e1;hulu_support;@399137 Thanks for that!
4341;9d69133e-e569-4d51-8c1f-4e94c8d446e1;hulu_support;Clicking on a show brings up the Details and just to the right is Episodes, which has all seasons/episodes.
4342;9d69133e-e569-4d51-8c1f-4e94c8d446e1;399137;@hulu_support not since the update
4343;9d69133e-e569-4d51-8c1f-4e94c8d446e1;hulu_support;@399137 That shouldn't be the case!
4344;9d69133e-e569-4d51-8c1f-4e94c8d446e1;hulu_support;Please follow up with us here: https://t.co/6YdK7bvQN7 so we can look into this further for you.
4345;fe423739-d974-4db4-864f-65ea817cebac;222385;@AirAsiaSupport traveling to Singapore from Bali on 4th January.
4346;fe423739-d974-4db4-864f-65ea817cebac;222385;Want to cancel.
4347;fe423739-d974-4db4-864f-65ea817cebac;222385;How can we apply for refund given the situation is out of our control?
4348;fe423739-d974-4db4-864f-65ea817cebac;AirAsiaSupport;@222385 We're closely monitoring the activity of  Mount Agung volcano threat.
4349;fe423739-d974-4db4-864f-65ea817cebac;AirAsiaSupport;"We will contact you directly via SMS/Email if there are &gt;&gt;&gt;"
4350;fe423739-d974-4db4-864f-65ea817cebac;AirAsiaSupport;@222385 changes to our service.
4351;fe423739-d974-4db4-864f-65ea817cebac;AirAsiaSupport;"Sorry but cancellation is not allowed once the booking is confirmed as payments made are non-refundable &gt;&gt;&gt;"
4352;fe423739-d974-4db4-864f-65ea817cebac;AirAsiaSupport;@222385 (except India and Indonesia Domestic Flights, to/ from Korea subject to TNC).
4353;fe423739-d974-4db4-864f-65ea817cebac;AirAsiaSupport;"&gt;&gt;&gt;"
4354;fe423739-d974-4db4-864f-65ea817cebac;AirAsiaSupport;@222385 You may only opt for Airport Tax refund for International Flight in case of No Show.
4355;fe423739-d974-4db4-864f-65ea817cebac;AirAsiaSupport;Thanks-Sha
4356;fe423739-d974-4db4-864f-65ea817cebac;222385;@AirAsiaSupport I’ve just seen a comment saying you are offering for flights to be moved or give credit??
4357;fe423739-d974-4db4-864f-65ea817cebac;222385;?
4358;fe423739-d974-4db4-864f-65ea817cebac;222385;@AirAsiaSupport @AirAsiaSupport https://t.co/KKWinSUlD3
4359;fe423739-d974-4db4-864f-65ea817cebac;222385;@AirAsiaSupport It’s not everyday a volcano is about to erupt... your policy is wildly unfair given the situation is out of our personal control.
4360;fe423739-d974-4db4-864f-65ea817cebac;AirAsiaSupport;@222385 Hi Sophie, that is only for flights up to 31st of Dec. All flights are operating as per normal and no other options are available-Y
